Q_pred,OID_,POINT_X_x,POINT_Y_x
-1.0,3438,-73.1197061,5.7816792
-1.0,3439,-73.11971007,5.781593957
-1.0,3440,-73.11971404,5.781508715
-1.0,3441,-73.11971801,5.781423472
-1.0,3442,-73.11972199,5.781338229
-1.0,3443,-73.11972596,5.781252986
-1.0,3444,-73.11972993,5.781167743
-1.0,3445,-73.1197339,5.7810825
-1.0,3446,-73.11973717,5.781001
-1.0,3447,-73.11974044,5.7809195
1.0,3448,-73.11974371,5.780838
-1.0,3449,-73.11974699,5.7807565
-1.0,3450,-73.11975026,5.780675
-1.0,3451,-73.11975353,5.7805935
-1.0,3452,-73.1197568,5.780512
-1.0,3453,-73.11975978,5.7804348
-1.0,3454,-73.11976277,5.7803576
-1.0,3455,-73.11976575,5.7802804
-1.0,3456,-73.11976873,5.7802032
-1.0,3457,-73.11977172,5.780126
-1.0,3458,-73.1197747,5.7800488
-1.0,3459,-73.1197761,5.779960491
-1.0,3460,-73.1197775,5.779872182
-1.0,3461,-73.1197789,5.779783872
-1.0,3462,-73.1197803,5.779695563
-1.0,3463,-73.1197817,5.779607254
-1.0,3464,-73.1197831,5.779518945
-1.0,3465,-73.1197845,5.779430636
-1.0,3466,-73.1197859,5.779342327
-1.0,3467,-73.1197873,5.779254017
-1.0,3468,-73.1197887,5.779165709
-1.0,3469,-73.1197901,5.7790774
-1.0,3470,-73.11979874,5.778996999
1.0,3471,-73.11980738,5.7789166
1.0,3472,-73.11981602,5.7788362
1.0,3473,-73.11982466,5.7787558
1.0,3474,-73.1198333,5.7786754
-1.0,3475,-73.1217873,5.7820365
-1.0,3476,-73.12178945,5.78197715
-1.0,3477,-73.1217916,5.7819178
-1.0,3478,-73.12179272,5.781838038
1.0,3479,-73.12179385,5.781758275
-1.0,3480,-73.12179497,5.781678512
-1.0,3481,-73.1217961,5.781598751
-1.0,3482,-73.12179722,5.781518988
-1.0,3483,-73.12179835,5.781439225
-1.0,3484,-73.12179948,5.781359463
-1.0,3485,-73.1218006,5.7812797
-1.0,3486,-73.1140573,5.7765952
-1.0,3487,-73.11411862,5.77656115
-1.0,3488,-73.11417995,5.7765271
-1.0,3489,-73.11424127,5.77649305
-1.0,3490,-73.1143026,5.776459
-1.0,3491,-73.11436362,5.776425125
-1.0,3492,-73.11442465,5.776391251
-1.0,3493,-73.11448567,5.776357375
-1.0,3494,-73.1145467,5.7763235
-1.0,3495,-73.11461753,5.7762842
-1.0,3496,-73.11468837,5.7762449
-1.0,3497,-73.1147592,5.7762056
-1.0,3498,-73.1148299,5.7761916
-1.0,3499,-73.11491747,5.776179067
-1.0,3500,-73.11500503,5.776166533
-1.0,3501,-73.1150926,5.776154
-1.0,3502,-73.11518017,5.776141467
-1.0,3503,-73.11526773,5.776128934
-1.0,3504,-73.1153553,5.7761164
-1.0,3505,-73.11543762,5.776106067
-1.0,3506,-73.11551993,5.776095733
-1.0,3507,-73.11560225,5.7760854
-1.0,3508,-73.11568457,5.776075066
-1.0,3509,-73.11576688,5.776064733
-1.0,3510,-73.1158492,5.7760544
-1.0,3511,-73.11593392,5.776059333
-1.0,3512,-73.11601863,5.776064266
-1.0,3513,-73.11610335,5.7760692
-1.0,3514,-73.11618807,5.776074133
-1.0,3515,-73.11627278,5.776079066
-1.0,3516,-73.1163575,5.776084
-1.0,3517,-73.11643708,5.77608742
-1.0,3518,-73.11651666,5.77609084
-1.0,3519,-73.11659624,5.776094259
-1.0,3520,-73.11667582,5.776097679
-1.0,3521,-73.1167554,5.7761011
-1.0,3522,-73.11683316,5.77610374
-1.0,3523,-73.11691092,5.77610638
-1.0,3524,-73.11698868,5.77610902
1.0,3525,-73.11706644,5.776111659
-1.0,3526,-73.1171442,5.7761143
-1.0,3527,-73.11721435,5.77611655
-1.0,3528,-73.1172845,5.7761188
-1.0,3529,-73.11737307,5.7761216
-1.0,3530,-73.11746163,5.7761244
1.0,3531,-73.1175502,5.7761272
-1.0,3532,-73.1176127,5.7761253
1.0,3533,-73.1176752,5.7761234
1.0,3534,-73.11776315,5.776109967
1.0,3535,-73.1178511,5.776096534
-1.0,3536,-73.11793905,5.7760831
-1.0,3537,-73.118027,5.776069666
-1.0,3538,-73.11811495,5.776056233
-1.0,3539,-73.1182029,5.7760428
-1.0,3540,-73.1215763,5.7796426
-1.0,3541,-73.12159164,5.77972122
-1.0,3542,-73.12160698,5.77979984
-1.0,3543,-73.12162232,5.77987846
-1.0,3544,-73.12163766,5.77995708
-1.0,3545,-73.121653,5.7800357
-1.0,3546,-73.12168236,5.7801094
-1.0,3547,-73.12171172,5.7801831
-1.0,3548,-73.12174108,5.7802568
-1.0,3549,-73.12177044,5.7803305
-1.0,3550,-73.1217998,5.7804042
-1.0,3551,-73.1218332,5.780485833
1.0,3552,-73.1218666,5.780567467
-1.0,3553,-73.1219,5.7806491
-1.0,3554,-73.1219334,5.780730733
-1.0,3555,-73.1219668,5.780812367
-1.0,3556,-73.1220002,5.780894
-1.0,3557,-73.1220336,5.780975634
-1.0,3558,-73.122067,5.781057267
-1.0,3559,-73.1221004,5.7811389
-1.0,3560,-73.1156631,5.7830444
-1.0,3561,-73.11567255,5.782960075
-1.0,3562,-73.115682,5.78287575
-1.0,3563,-73.11569145,5.782791425
-1.0,3564,-73.1157009,5.7827071
-1.0,3565,-73.11571035,5.782622774
-1.0,3566,-73.1157198,5.782538449
-1.0,3567,-73.11572925,5.782454125
-1.0,3568,-73.1157387,5.7823698
-1.0,3569,-73.11574767,5.782285944
-1.0,3570,-73.11575663,5.782202089
-1.0,3571,-73.1157656,5.782118233
-1.0,3572,-73.11577457,5.782034378
-1.0,3573,-73.11578353,5.781950522
-1.0,3574,-73.1157925,5.781866667
-1.0,3575,-73.11580147,5.781782811
-1.0,3576,-73.11581043,5.781698956
-1.0,3577,-73.1158194,5.7816151
-1.0,3578,-73.1158225,5.781536
-1.0,3579,-73.11582636,5.78146272
-1.0,3580,-73.11583022,5.781389441
1.0,3581,-73.11583408,5.78131616
1.0,3582,-73.11583794,5.781242881
-1.0,3583,-73.1158418,5.7811696
1.0,3584,-73.11584503,5.7810893
1.0,3585,-73.11584825,5.781009
-1.0,3586,-73.11585148,5.780928701
-1.0,3587,-73.1158547,5.7808484
-1.0,3588,-73.11583699,5.78076201
-1.0,3589,-73.11581928,5.780675618
1.0,3590,-73.11580157,5.780589227
1.0,3591,-73.11578386,5.780502837
1.0,3592,-73.11576615,5.780416446
-1.0,3593,-73.11574845,5.780330054
-1.0,3594,-73.11573074,5.780243664
-1.0,3595,-73.11571303,5.780157273
-1.0,3596,-73.11569532,5.780070882
-1.0,3597,-73.11567761,5.779984491
-1.0,3598,-73.1156599,5.7798981
-1.0,3599,-73.1156521,5.7798144
1.0,3600,-73.1156443,5.7797307
1.0,3601,-73.1156365,5.779647001
-1.0,3602,-73.1156287,5.7795633
-1.0,3603,-73.1156209,5.7794796
-1.0,3604,-73.1156131,5.7793959
-1.0,3605,-73.1156053,5.7793122
-1.0,3606,-73.1155975,5.7792285
-1.0,3607,-73.1155897,5.7791448
-1.0,3608,-73.1155819,5.779061099
-1.0,3609,-73.1155741,5.778977399
-1.0,3610,-73.1155663,5.7788937
-1.0,3611,-73.11556799,5.7788104
-1.0,3612,-73.11556967,5.778727099
-1.0,3613,-73.11557136,5.7786438
-1.0,3614,-73.11557304,5.7785605
-1.0,3615,-73.11557473,5.7784772
1.0,3616,-73.11557641,5.7783939
-1.0,3617,-73.1155781,5.7783106
-1.0,3618,-73.120574,5.7826612
-1.0,3619,-73.12057187,5.782573433
-1.0,3620,-73.12056973,5.782485666
1.0,3621,-73.1205676,5.7823979
-1.0,3622,-73.1205694,5.782316419
-1.0,3623,-73.1205712,5.78223494
-1.0,3624,-73.120573,5.78215346
1.0,3625,-73.1205748,5.78207198
1.0,3626,-73.1205766,5.7819905
-1.0,3627,-73.1205784,5.7819082
-1.0,3628,-73.1205802,5.7818259
-1.0,3629,-73.120582,5.7817436
-1.0,3630,-73.1205838,5.781661299
-1.0,3631,-73.1205856,5.781579
-1.0,3632,-73.12058595,5.7814901
-1.0,3633,-73.1205863,5.7814012
-1.0,3634,-73.12058665,5.781312299
-1.0,3635,-73.120587,5.7812234
-1.0,3636,-73.12058735,5.7811345
-1.0,3637,-73.1205877,5.7810456
-1.0,3638,-73.12059132,5.7809601
-1.0,3639,-73.12059493,5.7808746
-1.0,3640,-73.12059855,5.7807891
-1.0,3641,-73.12060217,5.7807036
-1.0,3642,-73.12060578,5.7806181
-1.0,3643,-73.1206094,5.780532601
-1.0,3644,-73.12061302,5.7804471
-1.0,3645,-73.12061663,5.7803616
-1.0,3646,-73.12062025,5.780276101
-1.0,3647,-73.12062387,5.7801906
-1.0,3648,-73.12062748,5.780105101
-1.0,3649,-73.1206311,5.7800196
-1.0,3650,-73.12063554,5.77993208
-1.0,3651,-73.12063998,5.77984456
1.0,3652,-73.12064442,5.779757041
1.0,3653,-73.12064886,5.77966952
1.0,3654,-73.1206533,5.779582
1.0,3655,-73.12065341,5.77949255
1.0,3656,-73.12065352,5.7794031
1.0,3657,-73.12065364,5.77931365
1.0,3658,-73.12065375,5.7792242
1.0,3659,-73.12065386,5.77913475
-1.0,3660,-73.12065398,5.7790453
-1.0,3661,-73.12065409,5.77895585
-1.0,3662,-73.1206542,5.7788664
-1.0,3663,-73.1135224,5.7806037
-1.0,3664,-73.1135651,5.7805296
-1.0,3665,-73.11359595,5.7804486
-1.0,3666,-73.1136268,5.7803676
-1.0,3667,-73.11362117,5.780302434
-1.0,3668,-73.11361553,5.780237267
-1.0,3669,-73.1136099,5.7801721
-1.0,3670,-73.11360666,5.780085541
-1.0,3671,-73.11360342,5.77999898
-1.0,3672,-73.11360018,5.77991242
-1.0,3673,-73.11359694,5.779825859
-1.0,3674,-73.1135937,5.7797393
-1.0,3675,-73.1148183,5.7778933
-1.0,3676,-73.11490222,5.777893
-1.0,3677,-73.11498614,5.7778927
-1.0,3678,-73.11507005,5.7778924
-1.0,3679,-73.11515397,5.7778921
-1.0,3680,-73.11523789,5.7778918
-1.0,3681,-73.11532181,5.7778915
-1.0,3682,-73.11540573,5.7778912
-1.0,3683,-73.11548965,5.777890901
-1.0,3684,-73.11557356,5.7778906
-1.0,3685,-73.11565748,5.777890301
-1.0,3686,-73.1157414,5.77789
-1.0,3687,-73.1136099,5.7801721
-1.0,3688,-73.11369598,5.780195016
-1.0,3689,-73.11378205,5.780217931
-1.0,3690,-73.11386813,5.780240846
-1.0,3691,-73.11395421,5.780263762
-1.0,3692,-73.11404028,5.780286677
-1.0,3693,-73.11412636,5.780309592
-1.0,3694,-73.11421244,5.780332508
-1.0,3695,-73.11429851,5.780355423
-1.0,3696,-73.11438459,5.780378338
-1.0,3697,-73.11447067,5.780401254
-1.0,3698,-73.11455675,5.780424169
-1.0,3699,-73.11464282,5.780447084
-1.0,3700,-73.1147289,5.78047
-1.0,3701,-73.119408,5.7773889
-1.0,3702,-73.11939547,5.777476737
-1.0,3703,-73.11938295,5.777564573
-1.0,3704,-73.11937042,5.777652409
-1.0,3705,-73.11935789,5.777740245
-1.0,3706,-73.11934536,5.777828082
-1.0,3707,-73.11933284,5.777915918
-1.0,3708,-73.11932031,5.778003755
-1.0,3709,-73.11930778,5.778091591
-1.0,3710,-73.11929525,5.778179427
-1.0,3711,-73.11928273,5.778267263
-1.0,3712,-73.1192702,5.7783551
-1.0,3713,-73.11926118,5.77842946
-1.0,3714,-73.11925216,5.77850382
-1.0,3715,-73.11924314,5.77857818
-1.0,3716,-73.11923412,5.77865254
-1.0,3717,-73.1192251,5.7787269
-1.0,3718,-73.11921263,5.77881071
1.0,3719,-73.11920016,5.77889452
-1.0,3720,-73.11918769,5.77897833
-1.0,3721,-73.11917522,5.77906214
-1.0,3722,-73.11916275,5.77914595
-1.0,3723,-73.11915028,5.77922976
-1.0,3724,-73.11913781,5.779313571
-1.0,3725,-73.11912534,5.77939738
-1.0,3726,-73.11911287,5.779481191
-1.0,3727,-73.1191004,5.779565
-1.0,3728,-73.119089,5.779645534
-1.0,3729,-73.1190776,5.779726067
-1.0,3730,-73.1190662,5.7798066
-1.0,3731,-73.1190548,5.779887133
-1.0,3732,-73.1190434,5.779967666
-1.0,3733,-73.119032,5.7800482
1.0,3734,-73.11901766,5.780132937
-1.0,3735,-73.11900333,5.780217673
-1.0,3736,-73.11898899,5.780302409
-1.0,3737,-73.11897466,5.780387145
-1.0,3738,-73.11896032,5.780471882
-1.0,3739,-73.11894598,5.780556618
-1.0,3740,-73.11893164,5.780641355
1.0,3741,-73.11891731,5.780726091
1.0,3742,-73.11890297,5.780810828
1.0,3743,-73.11888864,5.780895563
-1.0,3744,-73.1188743,5.7809803
-1.0,3745,-73.11886005,5.78106272
1.0,3746,-73.1188458,5.781145141
-1.0,3747,-73.11883155,5.78122756
-1.0,3748,-73.1188173,5.78130998
-1.0,3749,-73.11880305,5.7813924
1.0,3750,-73.1187888,5.78147482
-1.0,3751,-73.11877455,5.781557241
-1.0,3752,-73.1187603,5.78163966
-1.0,3753,-73.11874605,5.78172208
-1.0,3754,-73.1187318,5.7818045
-1.0,3755,-73.11873346,5.781884967
-1.0,3756,-73.11873511,5.781965434
-1.0,3757,-73.11873677,5.7820459
1.0,3758,-73.11873842,5.782126367
1.0,3759,-73.11874008,5.782206833
-1.0,3760,-73.11874173,5.7822873
-1.0,3761,-73.11874339,5.782367766
-1.0,3762,-73.11874504,5.782448233
-1.0,3763,-73.1187467,5.7825287
-1.0,3764,-73.11874792,5.78261364
-1.0,3765,-73.11874914,5.78269858
-1.0,3766,-73.11875036,5.78278352
-1.0,3767,-73.11875158,5.78286846
-1.0,3768,-73.1187528,5.7829534
-1.0,3769,-73.11875632,5.783035434
-1.0,3770,-73.11875983,5.783117467
-1.0,3771,-73.11876335,5.783199501
-1.0,3772,-73.11876687,5.783281533
-1.0,3773,-73.11877038,5.783363567
-1.0,3774,-73.1187739,5.7834456
-1.0,3775,-73.11879435,5.783525249
-1.0,3776,-73.1188148,5.7836049
-1.0,3777,-73.11881082,5.783689875
-1.0,3778,-73.11880685,5.78377485
-1.0,3779,-73.11880287,5.783859825
-1.0,3780,-73.1187989,5.7839448
-1.0,3781,-73.11879494,5.784033981
-1.0,3782,-73.11879098,5.78412316
-1.0,3783,-73.11878702,5.784212341
-1.0,3784,-73.11878306,5.78430152
-1.0,3785,-73.1187791,5.7843907
-1.0,3786,-73.11877308,5.78447014
-1.0,3787,-73.11876706,5.78454958
-1.0,3788,-73.11876104,5.784629021
1.0,3789,-73.11875502,5.784708461
-1.0,3790,-73.118749,5.7847879
-1.0,3791,-73.11874042,5.784861781
-1.0,3792,-73.11873184,5.78493566
-1.0,3793,-73.11872326,5.78500954
-1.0,3794,-73.11871468,5.785083419
-1.0,3795,-73.1187061,5.7851573
-1.0,3796,-73.11869784,5.7852356
-1.0,3797,-73.11868959,5.785313899
1.0,3798,-73.11868133,5.7853922
-1.0,3799,-73.11867307,5.7854705
-1.0,3800,-73.11866481,5.785548801
-1.0,3801,-73.11865656,5.7856271
-1.0,3802,-73.1186483,5.7857054
-1.0,3803,-73.1186384,5.7857921
-1.0,3804,-73.1186285,5.7858788
-1.0,3805,-73.1186186,5.7859655
-1.0,3806,-73.1186087,5.7860522
-1.0,3807,-73.1185988,5.7861389
-1.0,3808,-73.115837,5.7789206
-1.0,3809,-73.11576932,5.778913875
-1.0,3810,-73.11570165,5.77890715
-1.0,3811,-73.11563397,5.778900425
-1.0,3812,-73.1155663,5.7788937
-1.0,3813,-73.11548586,5.778902571
-1.0,3814,-73.11540541,5.778911442
-1.0,3815,-73.11532497,5.778920314
-1.0,3816,-73.11524453,5.778929185
-1.0,3817,-73.11516409,5.778938057
-1.0,3818,-73.11508364,5.778946928
-1.0,3819,-73.1150032,5.7789558
-1.0,3820,-73.1147518,5.7796472
-1.0,3821,-73.11467169,5.779648912
1.0,3822,-73.11459158,5.779650626
-1.0,3823,-73.11451146,5.779652338
-1.0,3824,-73.11443135,5.77965405
-1.0,3825,-73.11435124,5.779655763
-1.0,3826,-73.11427113,5.779657476
-1.0,3827,-73.11419101,5.779659188
-1.0,3828,-73.1141109,5.7796609
-1.0,3829,-73.1140247,5.779673967
-1.0,3830,-73.1139385,5.779687034
-1.0,3831,-73.1138523,5.7797001
-1.0,3832,-73.1137661,5.779713166
-1.0,3833,-73.1136799,5.779726233
-1.0,3834,-73.1135937,5.7797393
-1.0,3835,-73.1163256,5.776996
-1.0,3836,-73.1163285,5.77691309
-1.0,3837,-73.1163314,5.776830182
-1.0,3838,-73.1163343,5.776747272
-1.0,3839,-73.1163372,5.776664363
-1.0,3840,-73.1163401,5.776581454
-1.0,3841,-73.116343,5.776498545
-1.0,3842,-73.1163459,5.776415637
-1.0,3843,-73.1163488,5.776332727
-1.0,3844,-73.1163517,5.776249818
-1.0,3845,-73.1163546,5.776166909
-1.0,3846,-73.1163575,5.776084
-1.0,3847,-73.11636132,5.7759951
-1.0,3848,-73.11636514,5.7759062
-1.0,3849,-73.11636896,5.7758173
-1.0,3850,-73.11637278,5.7757284
-1.0,3851,-73.1163766,5.7756395
-1.0,3852,-73.1152424,5.7816121
-1.0,3853,-73.1152363,5.7816823
-1.0,3854,-73.11524803,5.781768013
-1.0,3855,-73.11525975,5.781853725
1.0,3856,-73.11527148,5.781939438
-1.0,3857,-73.1152832,5.782025151
-1.0,3858,-73.11529493,5.782110862
-1.0,3859,-73.11530665,5.782196575
1.0,3860,-73.11531837,5.782282287
-1.0,3861,-73.1153301,5.782368
-1.0,3862,-73.11534099,5.782452528
1.0,3863,-73.11535187,5.782537057
1.0,3864,-73.11536276,5.782621586
1.0,3865,-73.11537364,5.782706115
-1.0,3866,-73.11538453,5.782790643
1.0,3867,-73.11539541,5.782875172
1.0,3868,-73.1154063,5.7829597
-1.0,3869,-73.117803,5.7834683
-1.0,3870,-73.1178097,5.7833996
-1.0,3871,-73.1178164,5.7833309
-1.0,3872,-73.11782189,5.78324726
-1.0,3873,-73.11782738,5.78316362
-1.0,3874,-73.11783287,5.78307998
-1.0,3875,-73.11783836,5.782996339
-1.0,3876,-73.11784385,5.7829127
-1.0,3877,-73.11784934,5.78282906
-1.0,3878,-73.11785483,5.782745419
1.0,3879,-73.11786032,5.78266178
-1.0,3880,-73.11786581,5.782578139
-1.0,3881,-73.1178713,5.7824945
-1.0,3882,-73.11787775,5.78241121
-1.0,3883,-73.1178842,5.78232792
-1.0,3884,-73.11789065,5.782244629
1.0,3885,-73.1178971,5.782161339
1.0,3886,-73.11790355,5.78207805
1.0,3887,-73.11791,5.78199476
1.0,3888,-73.11791645,5.78191147
1.0,3889,-73.1179229,5.781828179
-1.0,3890,-73.11792935,5.78174489
1.0,3891,-73.1179358,5.7816616
1.0,3892,-73.1179365,5.7816494
-1.0,3893,-73.1179443,5.781569789
-1.0,3894,-73.1179521,5.781490178
1.0,3895,-73.1179599,5.781410567
1.0,3896,-73.1179677,5.781330956
1.0,3897,-73.1179755,5.781251344
1.0,3898,-73.1179833,5.781171734
-1.0,3899,-73.1179911,5.781092122
-1.0,3900,-73.1179989,5.781012511
-1.0,3901,-73.1180067,5.7809329
-1.0,3902,-73.11801235,5.780849981
-1.0,3903,-73.11801799,5.780767064
-1.0,3904,-73.11802364,5.780684145
-1.0,3905,-73.11802928,5.780601227
-1.0,3906,-73.11803493,5.780518309
-1.0,3907,-73.11804057,5.780435391
-1.0,3908,-73.11804622,5.780352473
-1.0,3909,-73.11805186,5.780269554
1.0,3910,-73.11805751,5.780186636
-1.0,3911,-73.11806316,5.780103719
-1.0,3912,-73.1180688,5.7800208
1.0,3913,-73.11807551,5.779931678
-1.0,3914,-73.11808221,5.779842557
-1.0,3915,-73.11808892,5.779753436
-1.0,3916,-73.11809563,5.779664314
-1.0,3917,-73.11810234,5.779575193
-1.0,3918,-73.11810904,5.779486071
-1.0,3919,-73.11811575,5.77939695
-1.0,3920,-73.11812246,5.779307828
-1.0,3921,-73.11812916,5.779218707
-1.0,3922,-73.11813587,5.779129585
-1.0,3923,-73.11814258,5.779040464
-1.0,3924,-73.11814929,5.778951343
-1.0,3925,-73.11815599,5.778862222
-1.0,3926,-73.1181627,5.7787731
-1.0,3927,-73.12109,5.7824369
-1.0,3928,-73.12108888,5.782353827
-1.0,3929,-73.12108776,5.782270755
-1.0,3930,-73.12108665,5.782187682
-1.0,3931,-73.12108553,5.782104608
-1.0,3932,-73.12108441,5.782021536
-1.0,3933,-73.12108329,5.781938463
-1.0,3934,-73.12108217,5.781855391
-1.0,3935,-73.12108105,5.781772318
1.0,3936,-73.12107994,5.781689245
-1.0,3937,-73.12107882,5.781606173
-1.0,3938,-73.1210777,5.7815231
-1.0,3939,-73.1147898,5.7783814
-1.0,3940,-73.1147617,5.7782978
-1.0,3941,-73.1147336,5.7782142
-1.0,3942,-73.1147055,5.7781306
-1.0,3943,-73.1146774,5.778047
-1.0,3944,-73.1133238,5.7765449
-1.0,3945,-73.1133044,5.776457557
-1.0,3946,-73.113285,5.776370215
-1.0,3947,-73.1132656,5.776282871
-1.0,3948,-73.1132462,5.776195528
-1.0,3949,-73.1132268,5.776108185
-1.0,3950,-73.1132074,5.776020843
-1.0,3951,-73.113188,5.7759335
-1.0,3952,-73.11316761,5.775851133
-1.0,3953,-73.11314722,5.775768767
-1.0,3954,-73.11312683,5.7756864
-1.0,3955,-73.11310644,5.775604033
-1.0,3956,-73.11308606,5.775521666
-1.0,3957,-73.11306567,5.7754393
-1.0,3958,-73.11304528,5.775356933
-1.0,3959,-73.11302489,5.775274567
-1.0,3960,-73.1130045,5.7751922
-1.0,3961,-73.1138655,5.7762777
-1.0,3962,-73.11379683,5.776313115
1.0,3963,-73.11372816,5.776348529
-1.0,3964,-73.11365949,5.776383944
-1.0,3965,-73.11359081,5.776419357
1.0,3966,-73.11352214,5.776454771
-1.0,3967,-73.11345347,5.776490186
-1.0,3968,-73.1133848,5.7765256
-1.0,3969,-73.1133238,5.7765449
-1.0,3970,-73.1132568,5.7765597
-1.0,3971,-73.1131898,5.7765745
-1.0,3972,-73.1131228,5.7765893
-1.0,3973,-73.1130558,5.7766041
-1.0,3974,-73.1129903,5.77662025
-1.0,3975,-73.1129248,5.7766364
-1.0,3976,-73.1128593,5.77665255
-1.0,3977,-73.1127938,5.7766687
-1.0,3978,-73.1222235,5.781673
-1.0,3979,-73.12215152,5.781713801
-1.0,3980,-73.12207953,5.7817546
-1.0,3981,-73.12200755,5.781795401
-1.0,3982,-73.12193557,5.7818362
-1.0,3983,-73.12186358,5.781877001
-1.0,3984,-73.1217916,5.7819178
-1.0,3985,-73.1244697,5.7804657
-1.0,3986,-73.12444142,5.780394066
-1.0,3987,-73.12441313,5.780322434
1.0,3988,-73.12438485,5.7802508
-1.0,3989,-73.12435657,5.780179166
-1.0,3990,-73.12432828,5.780107533
-1.0,3991,-73.1243,5.7800359
-1.0,3992,-73.12427029,5.779956543
-1.0,3993,-73.12424057,5.779877186
-1.0,3994,-73.12421086,5.779797829
1.0,3995,-73.12418114,5.779718471
1.0,3996,-73.12415143,5.779639114
-1.0,3997,-73.12412171,5.779559757
1.0,3998,-73.124092,5.7794804
-1.0,3999,-73.1158225,5.781536
-1.0,4000,-73.11573963,5.781546871
-1.0,4001,-73.11565676,5.781557743
-1.0,4002,-73.11557389,5.781568614
-1.0,4003,-73.11549101,5.781579486
-1.0,4004,-73.11540814,5.781590357
-1.0,4005,-73.11532527,5.781601229
-1.0,4006,-73.1152424,5.7816121
1.0,4007,-73.1151535,5.781607875
1.0,4008,-73.1150646,5.78160365
-1.0,4009,-73.1149757,5.781599425
-1.0,4010,-73.1148868,5.7815952
-1.0,4011,-73.1147979,5.781590975
-1.0,4012,-73.114709,5.78158675
1.0,4013,-73.1146201,5.781582525
-1.0,4014,-73.1145312,5.7815783
-1.0,4015,-73.1144803,5.7815739
-1.0,4016,-73.1220156,5.7767817
-1.0,4017,-73.12194487,5.776798276
-1.0,4018,-73.12187415,5.77681485
-1.0,4019,-73.12180342,5.776831425
-1.0,4020,-73.1217327,5.776848
-1.0,4021,-73.12164763,5.776867886
-1.0,4022,-73.12156256,5.776887772
-1.0,4023,-73.12147749,5.776907657
-1.0,4024,-73.12139241,5.776927542
-1.0,4025,-73.12130734,5.776947428
-1.0,4026,-73.12122227,5.776967314
1.0,4027,-73.1211372,5.7769872
-1.0,4028,-73.1210556,5.77700625
-1.0,4029,-73.120974,5.7770253
-1.0,4030,-73.12089177,5.777044528
-1.0,4031,-73.12080954,5.777063757
-1.0,4032,-73.12072731,5.777082986
-1.0,4033,-73.12064509,5.777102214
-1.0,4034,-73.12056286,5.777121443
-1.0,4035,-73.12048063,5.777140672
1.0,4036,-73.1203984,5.7771599
1.0,4037,-73.12031193,5.7771801
-1.0,4038,-73.12022547,5.7772003
-1.0,4039,-73.120139,5.7772205
-1.0,4040,-73.1200962,5.7772305
-1.0,4041,-73.12001,5.77725065
-1.0,4042,-73.1199238,5.777270799
-1.0,4043,-73.1198376,5.777290949
-1.0,4044,-73.1197514,5.7773111
-1.0,4045,-73.1196774,5.7829371
-1.0,4046,-73.11959335,5.782938582
-1.0,4047,-73.11950929,5.782940063
-1.0,4048,-73.11942524,5.782941545
-1.0,4049,-73.11934118,5.782943027
-1.0,4050,-73.11925713,5.78294451
-1.0,4051,-73.11917307,5.782945991
-1.0,4052,-73.11908902,5.782947473
-1.0,4053,-73.11900496,5.782948955
-1.0,4054,-73.11892091,5.782950437
-1.0,4055,-73.11883685,5.782951918
-1.0,4056,-73.1187528,5.7829534
-1.0,4057,-73.1206542,5.7788664
-1.0,4058,-73.12057211,5.7788473
-1.0,4059,-73.12049002,5.7788282
-1.0,4060,-73.12040793,5.778809099
1.0,4061,-73.12032584,5.77879
1.0,4062,-73.12024375,5.7787709
1.0,4063,-73.12016166,5.7787518
1.0,4064,-73.12007957,5.7787327
1.0,4065,-73.11999748,5.7787136
1.0,4066,-73.11991539,5.7786945
1.0,4067,-73.1198333,5.7786754
-1.0,4068,-73.1148245,5.7823714
-1.0,4069,-73.11490877,5.782370834
-1.0,4070,-73.11499303,5.782370267
-1.0,4071,-73.1150773,5.7823697
1.0,4072,-73.11516157,5.782369133
1.0,4073,-73.11524583,5.782368567
-1.0,4074,-73.1153301,5.782368
-1.0,4075,-73.11541182,5.78236836
-1.0,4076,-73.11549354,5.78236872
-1.0,4077,-73.11557526,5.78236908
-1.0,4078,-73.11565698,5.78236944
-1.0,4079,-73.1157387,5.7823698
-1.0,4080,-73.11582196,5.7823714
-1.0,4081,-73.11590522,5.782372999
-1.0,4082,-73.11598848,5.7823746
-1.0,4083,-73.11607174,5.7823762
-1.0,4084,-73.116155,5.7823778
-1.0,4085,-73.11623257,5.7823829
-1.0,4086,-73.11631013,5.782388
-1.0,4087,-73.1163877,5.7823931
-1.0,4088,-73.11646527,5.7823982
-1.0,4089,-73.11654283,5.7824033
1.0,4090,-73.1166204,5.7824084
1.0,4091,-73.11670709,5.782417526
-1.0,4092,-73.11679377,5.78242665
-1.0,4093,-73.11688046,5.782435776
-1.0,4094,-73.11696715,5.7824449
-1.0,4095,-73.11705384,5.782454026
-1.0,4096,-73.11714053,5.78246315
1.0,4097,-73.11722721,5.782472276
-1.0,4098,-73.1173139,5.7824814
-1.0,4099,-73.11739353,5.782483272
-1.0,4100,-73.11747316,5.782485143
-1.0,4101,-73.11755279,5.782487015
-1.0,4102,-73.11763241,5.782488885
-1.0,4103,-73.11771204,5.782490757
-1.0,4104,-73.11779167,5.782492628
-1.0,4105,-73.1178713,5.7824945
-1.0,4106,-73.11795884,5.78249792
-1.0,4107,-73.11804638,5.78250134
-1.0,4108,-73.11813392,5.78250476
-1.0,4109,-73.11822146,5.78250818
